long,lat,fr,url
35.1240388100815,32.7394261930027,Kiryat Tivon,
35.0283931796341,32.8040566629853,Kison,
35.1240504817461,31.3449933242222,Kérioth,
35.119925487952,33.0861099623976,La mère cananéenne 330,
35.255528062561,31.7711430072162,Lazare,
35.6530990563424,33.2494453269229,Leshem Dan,
35.7238616281148,33.3477193417649,Monts Liban,
14.0297448021493,40.9213482215001,Liternum,
16.143917094037,39.7186018541317,Lucania,
35.6356347334454,31.5686534227736,Macheronte,
35.2727050274617,31.8750739601682,Macmas,
35.7929344092242,31.7164633825054,Madaba,
36.1994963337875,27.7196309269932,Madian,
35.2324438133931,31.7754024940972,Maison brûlée,
35.2317511057879,31.7711438861768,Maison de Caiphe ?,
35.2292852706618,31.7676529537177,Maison de campagne Caiphe,
35.6133927614084,32.6646759677359,Maison de Chouza,
35.1305471894576,31.8419557408687,Maison de Cléophas,
35.2334058266837,31.7824963497263,Maison de Joseph d'Arimathie,
34.7957423523052,32.0986289351216,Maison de Joseph d'Arimathie ?,
35.5752939161996,32.8800740557359,Maison de la belle mère de Pierre,
35.229018415493,31.77161812622,Maison du Cénacle,
14.4848721658052,35.8847295320736,Malte,
35.1052976517903,31.5567538087471,Mambré,
35.3538288510409,31.3178564346459,Masada,
31.3074674564518,30.1205438735734,Mataréa,
35.5990690788557,32.3763863179508,Mathias Ancien lépreux 359.4,
30.1437444604034,33.6141719934453,Mer Méditerranée,
34.0159194444444,43.0860275763329,Mer Pontique,
38.0036589709434,21.0009063137787,Mer Rouge,
35.7151545383512,31.7532983012144,Monts Moab,
36.1917173341076,36.1762133858393,Mont Silpius,
36.2124967053166,36.4391020189611,Montagnes Noires,
35.8661657269954,36.3046191611785,Monts Pierea,
35.3601196508412,31.8184776830991,Montée du Sang,
35.2354367554615,31.7774590605885,Moriah,
35.2260168067385,32.7027203751174,Mérala,
35.4381509838015,32.9834740576366,Méron,
35.6284919737153,33.0556582740476,Lac de Méron,
35.6254530888621,33.0584768141596,Lac de Méron,
43.5059505476018,33.711536972301,Mésopotamie,
35.0845794293675,31.459169940787,Nahal Hevron,
35.5327096523699,33.0580881422357,Nephtali,
34.799526438257,32.0673233789847,Nicodème ?,
35.443033501876,31.8541999507368,Nike,
35.6285504906828,31.9030303764989,Nimrin,
43.152579998045,36.3596770251323,Ninive,
6.20581808993082,36.2599604194877,Numidie,
35.7254609153903,31.7674869062568,Mont Nébo,
36.1006986696773,36.1116713582387,Oronte,
35.2279152769935,31.7758332772225,Palais d'Hérode,
35.5450747560387,32.7759863958591,Palais d'Hérode Tibériade,
35.2330985331841,31.7768488946509,Palais de Chousa ?,
35.5454176039927,32.7756747349058,Palais de Chouza ?,
35.2321999215836,31.7749608031497,Palais de Lazare,
35.2331399834488,31.777188145889,Palais des Hasmonéens ?,
17.0016558824173,47.0661304546334,Pannonie,
41.6942112698213,36.1313491551011,Parthes,
52.4933729980028,29.929747236433,Perse,
51.0159461112821,27.0051753417027,Persique Golfe,
35.3584155593009,32.6183929140172,Petit Hermon,
35.9374487428706,31.9533688776067,Philadelphie,
29.8508963521951,39.2504605019218,Phrygie,
35.4305985819245,33.4294529032429,Phénicie,
35.9341243688772,36.1843965047537,Pieria,
35.235745589028,31.7809562956948,Piscine de Betesda,
35.1682221538151,32.7123885523964,Plaine d'Esdrelon,
35.1471858295752,33.0557926763119,Point d'observation de Jésus,
36.1828845559121,40.7592313206709,Pont,
35.6282072349046,33.0103989894236,Pont romain,
34.9178600020565,32.5495906402863,Pont romain ?,
35.6144122413878,33.2244368470875,Pont romain ??,
35.5651472026746,32.6247531953896,Pont romain de Gesher,
35.1410612999816,32.6655523895756,Pont romain Khizon ?,
35.2337322614586,31.783000801893,Porte d'Hérode,
35.2305216194399,31.7817444269439,Porte de Damas,
35.2276362994475,31.77662214897,Porte de Jaffa,
35.2277330470856,31.7728843165548,Porte de l'Eau ?,
35.2358154982288,31.7784036032297,Porte de Nicanor,
35.2286017076471,31.7696729623371,Porte de Sion,
35.2369769675965,31.7809111596725,Porte des Brebis,
35.2349896636,31.7822760730469,Porte des Poissons ?,
35.2372213962397,31.7788429837842,Porte Dorée,
35.2309754515924,31.7781401830002,Porte Judiciaire ?,
35.2352692003517,31.7807649843615,Porte Orientale ?,
35.2372296134283,31.7780918271962,Portique de Salomon,
35.2360047849961,31.7799564384586,Portique des païens,
35.2363782759354,31.7759329459215,Portique Royal,
35.6614504319121,32.7649494664417,Précipice des porcs géraséniens,
35.2337322106003,31.7805415498316,Prétoire,
35.2848703283982,32.2098077370907,Puits de Jacob,
35.6408435033817,32.0667431816403,Pérée,
35.2307964962362,31.8529117934843,Ramah,
35.7272812725455,32.0387204013257,Ramoth Gilead ?,
35.1169104886612,31.7364601149772,Rephaïm wadi,
34.9683871513039,32.8319530231476,Rocher de 250.9,
35.5444049420875,33.2195000178868,Rohob ?,
12.4851088821781,41.8935176361968,Rome,
35.235128050829,32.6973934023873,RV avec les paysans,
35.2278188630415,31.9527917799898,RV secret,
38.7954600828438,15.760997820677,Saba,
35.5257205889589,32.3991007996432,Salim,
35.5437160233093,31.856807068465,Salomon ?,
35.1898740650418,32.2789160237678,Samarie Sébaste,
34.9856586756419,31.7754288999307,Saraa,
49.7402033214664,49.7476581899748,Sarmates,
35.000274969416,32.4000774436667,"Saron, la plaine",
15.6328203041005,38.2310514164075,Scylla,
67.4999330787415,53.9866052840742,Scythes,
35.317477785281,30.182250944239,Mont Seir,
35.4954720618881,32.9698955149994,Sephet,
35.5488218731942,31.8373981645052,"Sermon de Jésus 5,75",
35.2962895258807,32.0520794908852,Shiloh,
35.7158786916582,31.9652040254579,Shu'eib wadi,
34.9556228078352,32.8252322921542,Sicaminon fouilles,
14.1911650818508,37.7072947023043,Sicules,
33.9752445353386,28.5401041323363,Sinaï,
34.9751749684572,31.6816401335109,Socoh,
35.5144387226094,31.825596856955,Source de la Perdrix,
35.5503169315227,32.8727944596283,Source du Figuier,
12.4899755252441,41.894570084877,Subure,
15.2764223687656,37.0755302398863,Syracuse Palestre ?,
15.2750669704842,37.0759643844409,Syracuse Théâtre,
36.9923720926923,35.2527515650167,Syrie,
35.2149888838063,32.7041249877174,"Séméron, Simonia",
35.2787603206884,32.7535661373983,Séphoris,
35.3877400973962,32.6875432519963,Tabor,
35.2459095746229,30.8013012233037,Tamar,
35.6689774493375,33.5021719283188,Tamiri,
34.8891700514631,36.9173362588244,Tarse,
35.2860642004453,31.9781394132213,Tel Asour,
35.3506309128274,32.2854157821966,Tersa Tayasir,
8.81666787787928,51.900000214803,Teutberg,
25.2916274793123,41.5374493312981,Thrace,
35.543154314951,32.7770005672376,Tibériade,
45.3031052927788,32.6894566403551,Tigre,
35.0043233269168,31.7702476220508,Timnata ?,
35.1239609353848,33.0651436565097,Tito le maréchal-ferrant 327,
35.4396234486229,32.9811740036761,Tombe d'Hillel,
35.202108218559,31.7204367460936,Tombeau de Rachel,
35.2392276422422,31.7759491768863,Tombeaux de Siloan,
35.2279384157357,31.7757707261064,Tour David,
35.2073050877818,31.7045683643655,Tour de David Bethléem,
35.2284611883479,31.7764048853979,Tour Hippique,
35.2284566870511,31.7760156442794,Tour Marianne,
35.2278050006848,31.7764442026151,Tour Phasael,
36.4224554107954,33.003384394866,Trachonitide,
35.189786207197,31.9561501479924,Tribu d'Ephraïm,
35.2143805075536,31.6395251423331,Técua,
34.9473291809887,31.6918356324708,Térébinthe Vallée,
35.1373554142021,31.8405593912913,Village détruit Emmaüs ?,
35.1281284418142,31.8767537254255,Voie romaine,
35.2338188557708,31.7755817786828,Xyste,
35.6506574857544,32.3984675955215,"Yabis, wadi",
35.8655109070329,32.735151313799,Yarmouk,
35.2281116663289,32.7552077505309,Yiftach El ?,
35.2122347539091,32.6812839327153,Zabulon,
35.4899916676764,32.8578280742561,"Zalmon, wadi",
35.2349422417309,31.7670758091307,Zoheleth ?,
35.24907,32.91915,Bet Karen,
35.40287,32.88598,Maghar,
35.32958,33.14692,Jattir,
36.01008,32.74039,Astaroth,
36.01506,32.80468,Carnaim,
35.85472,32.80414,Jamlè,
35.87472,32.67324,Abila,
35.85612,32.59418,Capitolais,
36.01582,32.49357,Tell er Rumeith,
35.12078,31.28304,Arad,
35.01527,31.35447,Jattir,
35.1152,33.04205,Maréchalerie de Tito,
35.21013,32.86716,Kabul,
35.20291,32.84717,Tamra,
35.25023,32.83071,Kaukab,
35.01018,31.98004,Gahas?,
34.91584,31.97225,Prop. de Nicodème,
34.89417,31.93744,Prop. de Joseph d'Arimathie,
34.91743,31.86524,Géze,
34.95873,31.89953,Betoannaba,
35.14514,31.48544,Zif,
35.14066,31.42534,Carmel,
35.0654,31.4036,Estémoa,
34.97001,31.21815,Hormah,
34.23657,31.28905,Rafia,
34.90607,31.4509,Debir,
34.84309,31.57083,Lachis,
34.72746,31.54833,Eglon,
34.90397,31.59546,Marisa,
34.8845,31.63565,Libna,
34.92912,31.66243,Sznaoé,
35.24134,31.66824,Hérodium,
35.53412,31.8095,Sabéa de Bétléchi,
35.44721,31.83394,Maison de Niké,
35.38273,31.77538,Tentation de Jésus,
35.16587,31.77465,Ein Karem,
35.2308,31.82801,Gibéa,
34.63037,31.79255,Ruine du port de Azot,
34.70574,31.93453,Ruine du port de Jabnia,
35.32967,32.61167,Shunam,
35.41013,32.55512,Plaine de Jezraël,
35.31155,32.56725,Jezraël,
35.06984,32.54098,"Gamala, vigneron",
35.07997,32.67772,Muraqa,
34.92105,32.53643,Sintica,
34.97835,32.54084,F. des crocodiles,
35.61349,32.49928,"(Jaïa, jeune aveugle)",
35.62027,32.6137,Galgala?,
35.39449,33.02613,Sasa,
35.41491,33.06012,Mère cananéeenne,
35.6318,33.17815,Election de St. Pierre,
35.6459,32.35454,Cabane de Mathias,
35.3331,32.28416,Grotte de Jean-Baptiste,
35.37188,32.32004,Telbes,
35.82413,33.1175,Qunaitra,
35.65229,33.23979,Dan,
35.06381,31.91645,Bétéron inf.,
35.11659,31.88923,Bétéron sup.,
35.18591,31.9293,Emmaüs de la montagne?,
35.19403,31.97961,Birzéit,
35.25824,31.98863,Silwad,
35.4418,32.03003,Phasaelis,
35.34685,32.12878,Acrabate,
35.44929,32.10151,Alexandreion,
35.6096,32.16644,Anastasica,
35.71582,32.07819,M. Galaad,
35.55773,31.82082,Bétabara,
35.45716,31.89373,Jeune homme riche,
35.2576,31.55033,M. du jeûne,
35.06662,31.45126,Isaac,
34.85181,31.80086,Acron,
35.10062,31.81196,Kiriat Jéarim,
36.09425,32.61111,Edrei,
35.03604,32.40059,Jatt,
35.35697,32.28825,Enon,
35.50052,32.82183,Election apostolique,
35.46503,32.79859,Cornes d'Hattin (Mont des Béatitudes),
35.33587,32.72873,Bois de Mathathias,
35.58695,32.68289,Prop. de Chouza,
35.55954,32.69066,Première multiplication des pains,
35.63413,32.72578,Triple profession d'amour de Pierre,
35.73873,32.84557,Seconde multiplication des pains,
35.64003,32.79558,Port de Ippo,
35.3529358,31.3321607,Gomorrhe ?,
35.67426,31.84098,Sodome ?,
35.68386745736617,32.76608303874568,Gamala,https://fr.mariavaltorta.wiki/wiki/Gamala_(Gamla)
35.89235293983559,32.28807578561087,Gérasa,https://fr.mariavaltorta.wiki/wiki/G%C3%A9rasa
27.363892,37.95458,Éphèse,https://fr.mariavaltorta.wiki/wiki/Éphèse
35.534898,31.796308,"Acor (Vallée), Akor","https://fr.mariavaltorta.wiki/wiki/Acor_(Vallée),_Akor"
35.10276791877531,33.05474178338891,"Aczib, Achzib","https://fr.mariavaltorta.wiki/wiki/Aczib,_Achzib"
34.82291375631936,31.861397850928658,"Acron, Akron","https://fr.mariavaltorta.wiki/wiki/Acron,_Akron"
35.537030335731465,32.15011469946688,"Gué d'Adâm, Gué du Jaboc, Gué du Yabbok","https://fr.mariavaltorta.wiki/wiki/Gué_d'Adâm,_Gué_du_Jaboc,_Gué_du_Yabbok"
35.27992673550452,31.797916244791807,"Adomin (Mont), Hadomim","https://fr.mariavaltorta.wiki/wiki/Adomin_(Mont),_Hadomim"
36.174242644637,33.20375808032284,"Aëra, Aéra","https://fr.mariavaltorta.wiki/wiki/Aëra,_Aéra"
35.70307069326341,32.7865310252464,"Aféca, Aphéqa, Afeca","https://fr.mariavaltorta.wiki/wiki/Aféca,_Aphéqa,_Afeca"
35.16739037781992,33.156919969429204,Alexandroscène,https://fr.mariavaltorta.wiki/wiki/Alexandroscène
36.15375311559845,36.15833118293284,"Antigonéa, Antigonée","https://fr.mariavaltorta.wiki/wiki/Antigonéa,_Antigonée"
36.154973449557176,36.20546385287751,Antioche,https://fr.mariavaltorta.wiki/wiki/Antioche
35.234079218347745,31.785951868031947,Forteresse l'Antonia (Jérusalem),https://fr.mariavaltorta.wiki/wiki/Antonia_(forteresse)
35.90610731834754,32.57038621471836,"Arbela, Arbel","https://fr.mariavaltorta.wiki/wiki/Arbela,_Arbel"
35.487650853884105,32.81842353577318,"Arbèle (Gorges), Arbel","https://fr.mariavaltorta.wiki/wiki/Arbèle_(Gorges),_Arbel"
35.01627393214829,32.0325508923911,Arimathie,https://fr.mariavaltorta.wiki/wiki/Arimathie
34.54699376789066,31.66965210239085,"Ascalon, Ashqelôn","https://fr.mariavaltorta.wiki/wiki/Ascalon,_Ashqelôn"
35.207380081365926,31.86546704454692,Atarot,https://fr.mariavaltorta.wiki/wiki/Atarot
36.12954892593851,32.49615005382346,Auran (Mont),https://fr.mariavaltorta.wiki/wiki/Auran_(Mont)
34.93667386189169,31.70702592856994,"Azeco,_Azéqa,_Azéco","https://fr.mariavaltorta.wiki/wiki/Azeco,_Azéqa,_Azéco"
34.6593859176661,31.762234378953867,"Azoto, Azot","https://fr.mariavaltorta.wiki/wiki/Azoto,_Azot"
35.48978713030348,32.16921125780772,Belle Eau (La),https://fr.mariavaltorta.wiki/wiki/Belle_Eau_(La)
35.483226288099075,33.89743467157843,"Béritia, Beritus","https://fr.mariavaltorta.wiki/wiki/Béritia,_Beritus"
35.21724212370894,31.91166515963394,"Bérot, Béérot","https://fr.mariavaltorta.wiki/wiki/Bérot,_Béérot"
35.509184367546084,31.858545795417108,"Betagla, Bétagla","https://fr.mariavaltorta.wiki/wiki/Betagla,_Bétagla"
35.12254823161521,31.88671424483616,"Beteron, Bétéron","https://fr.mariavaltorta.wiki/wiki/Beteron,_Bétéron"
34.97762383459524,31.72642939540705,"Bétginna, Bet-Ginna","https://fr.mariavaltorta.wiki/wiki/Bétginna,_Bet-Ginna"
35.55017237849946,31.86332866134816,"Béthabara, Beth-Abara, Bétabara","https://fr.mariavaltorta.wiki/wiki/Béthabara,_Beth-Abara,_Bétabara"
35.25661964973813,31.776247432141385,Béthanie,https://fr.mariavaltorta.wiki/wiki/Béthanie
35.234214802638554,31.93811990517501,Béthel,https://fr.mariavaltorta.wiki/wiki/Béthel
35.13604844770129,31.730110910093167,Béther,https://fr.mariavaltorta.wiki/wiki/Béther
35.19179841408379,32.74079020576323,Bethléem de Galilée,https://fr.mariavaltorta.wiki/wiki/Bethléem_de_Galilée
35.20735331511656,31.71084868435597,Bethléem de Judée,https://fr.mariavaltorta.wiki/wiki/Bethléem_de_Judée
35.08755237253292,31.61757613346582,"Bethsur, Bet-Çur, Bethsour","https://fr.mariavaltorta.wiki/wiki/Bethsur,_Bet-Çur,_Bethsour"
35.62324394950462,32.20071828293873,"Betjaboc, Bethjaboc","https://fr.mariavaltorta.wiki/wiki/Betjaboc,_Bethjaboc"
34.894362420148774,31.61766047316361,"Betléchi, Bétléchi","https://fr.mariavaltorta.wiki/wiki/Betléchi,_Bétléchi"
35.25027005151009,31.781572408589238,"Betphagé, Bethphagé","https://fr.mariavaltorta.wiki/wiki/Betphagé,_Bethphagé"
36.46285826731815,32.52105460989908,Bozra,https://fr.mariavaltorta.wiki/wiki/Bozra
35.5582225423314,31.60267470369455,Calliroé,https://fr.mariavaltorta.wiki/wiki/Calliroé
35.34831155968165,32.74443194270446,Cana,https://fr.mariavaltorta.wiki/wiki/Cana
36.616950592197206,32.761574796128166,"Canatha, Canata","https://fr.mariavaltorta.wiki/wiki/Canatha,_Canata"
35.57314995220098,32.888154595410285,Capharnaüm,https://fr.mariavaltorta.wiki/wiki/Capharnaüm
35.33743719889598,31.863508159335037,Carit,https://fr.mariavaltorta.wiki/wiki/Carit
35.04894223612709,32.72647083207332,Carmel (Mont),https://fr.mariavaltorta.wiki/wiki/Carmel_(Mont)
35.52950460777376,33.11645351777313,Cédès,https://fr.mariavaltorta.wiki/wiki/Cédès
34.89256154937965,32.507653176455946,Césarée Maritime,https://fr.mariavaltorta.wiki/wiki/Césarée_Maritime
35.69326293656577,33.25351292209744,Césarée de Philippe (Panéade),https://fr.mariavaltorta.wiki/wiki/Césarée_de_Philippe_(Panéade)
33.575125009125166,34.857742450023906,Cintium,https://fr.mariavaltorta.wiki/wiki/Cintium
35.565851244482374,32.915827774668344,"Corozaïn, Chorazeïn","https://fr.mariavaltorta.wiki/wiki/Corozaïn,_Chorazeïn"
35.52252391739293,32.81846162689635,Dalmanutha,https://fr.mariavaltorta.wiki/wiki/Dalmanutha
35.421608555088625,31.902616122591745,"Doco, Docco","https://fr.mariavaltorta.wiki/wiki/Doco,_Docco"
34.919504231429705,32.61935105970254,Dora,https://fr.mariavaltorta.wiki/wiki/Dora
35.23803590002037,32.419000445566304,Dothaïn,https://fr.mariavaltorta.wiki/wiki/Dothaïn
35.129537520975624,31.848502447411587,Emmaüs de la montagne,https://fr.mariavaltorta.wiki/wiki/Emmaüs_de_la_montagne
34.98771655261128,31.84573231007545,Emmaüs de la plaine,https://fr.mariavaltorta.wiki/wiki/Emmaüs_de_la_plaine
35.54840726991284,32.77238876759598,"Emmaüs de Tibériade, Emmaüs (source)","https://fr.mariavaltorta.wiki/wiki/Emmaüs_de_Tibériade,_Emmaüs_(source)"
35.38364658656661,32.6331456657306,"Endor, En-Dor","https://fr.mariavaltorta.wiki/wiki/Endor,_En-Dor"
35.38094421348024,31.458497459873183,Engaddi,https://fr.mariavaltorta.wiki/wiki/Engaddi
